Year,average_rain_fall_mm_per_year,pesticides_tonnes,avg_temp,Area,Item
1990,1083.0,75000.0,24.1,India,"Rice, paddy"
2007,534.0,32446.25,18.84,Australia,Soybeans
2004,56.0,7306.63,19.76,Libya,Wheat
1998,1020.0,1670.0,21.32,Zambia,Soybeans
2013,758.0,59920.18,22.19,Mexico,Wheat
2000,1180.0,88.0,23.75,Uganda,Potatoes
1991,700.0,32006.0,9.36,Germany,Wheat
2005,1292.0,315.74,25.43,Bahamas,Maize
1994,703.0,3922.0,9.15,Denmark,Potatoes
2012,630.0,1578.0,16.84,Kenya,Yams
2004,1485.0,817.68,16.16,Albania,Wheat
2006,1113.0,2150.0,10.56,Croatia,Sorghum
1996,832.0,74617.2,7.06,Italy,Sorghum
1991,1761.0,58349.44,19.11,Brazil,Wheat
2007,832.0,80454.0,8.4,Italy,Sweet potatoes
2007,1083.0,27422.77,27.51,India,Sweet potatoes
1991,630.0,3469.0,16.26,Kenya,Plantains and others
1999,1083.0,46195.0,24.93,India,"Rice, paddy"
2002,1083.0,42482.56,26.55,India,Sorghum
2013,1083.0,45620.0,27.37,India,Sorghum
1991,832.0,88916.6,12.05,Italy,Sweet potatoes
1993,51.0,4175.0,20.74,Egypt,Sorghum
2007,2274.0,14156.16,21.68,Ecuador,Plantains and others
2001,565.0,22415.17,8.42,Ukraine,Maize
2011,151.0,10.59,30.1,Niger,Maize
2011,1083.0,55540.0,25.81,India,Potatoes
2002,1083.0,42482.56,26.66,India,Sweet potatoes
2000,1083.0,44957.52,26.49,India,Soybeans
1992,1083.0,70791.0,25.27,India,Sweet potatoes
2006,494.0,6925.13,26.46,Pakistan,Maize
2006,1761.0,238716.0,27.76,Brazil,Wheat
2006,656.0,1197.0,6.98,Lithuania,Maize
2007,832.0,80454.0,13.32,Italy,Potatoes
2013,2702.0,1597.0,27.88,Indonesia,Cassava
2002,56.0,5291.88,20.73,Libya,Potatoes
1998,636.0,35070.0,12.4,Spain,Soybeans
2008,2051.0,909.71,27.17,Jamaica,Cassava
1999,1083.0,46195.0,24.9,India,Soybeans
2005,494.0,7914.31,26.8,Pakistan,Maize
2011,618.0,8306.31,7.29,Belarus,Maize
2009,593.0,37651.15,11.63,Turkey,Soybeans
2000,636.0,34597.0,17.47,Spain,Sorghum
2002,748.0,39.47,28.97,Burkina Faso,Potatoes
2000,652.0,10627.0,18.2,Greece,Sorghum
2011,1212.0,181.6,19.59,Rwanda,Sweet potatoes
2012,1274.0,98.59,21.44,Burundi,Soybeans
2013,2274.0,6471.77,21.69,Ecuador,Soybeans
2009,1220.0,21324.22,9.59,United Kingdom,Potatoes
2013,758.0,59920.18,21.86,Mexico,Sorghum
2009,1083.0,28707.01,25.87,India,Potatoes
1998,652.0,10702.0,18.15,Greece,Soybeans
2006,537.0,36572.75,6.95,Canada,Soybeans
1999,1083.0,46195.0,25.29,India,Potatoes
1998,1010.0,40.0,24.96,Angola,Wheat
2010,1761.0,342580.0,28.18,Brazil,Soybeans
2004,447.0,148.68,12.76,Azerbaijan,Maize
2006,2051.0,909.71,27.58,Jamaica,Cassava
2005,778.0,10703.85,10.48,Netherlands,Potatoes
1998,1110.0,3340.3,9.01,Austria,Potatoes
1994,207.0,909.0,19.93,Tunisia,Potatoes
2011,593.0,39534.43,19.36,Turkey,Potatoes
1995,1784.0,3475.08,26.05,El Salvador,Potatoes
2007,1083.0,27422.77,25.44,India,Sweet potatoes
2012,495.0,26857.0,21.24,South Africa,Maize
1996,1342.0,22.87,25.32,Central African Republic,Plantains and others
2011,1083.0,55540.0,27.29,India,"Rice, paddy"
2010,1410.0,6316.61,27.01,Dominican Republic,Maize
1999,83.0,12.5,27.67,Bahrain,Potatoes
2009,1604.0,813.77,25.54,Cameroon,Wheat
1998,832.0,84117.0,7.77,Italy,Wheat
1992,2666.0,1453.0,25.86,Bangladesh,Sweet potatoes
1994,285.0,56.0,20.14,Namibia,Sorghum
1995,1083.0,61257.0,26.15,India,Maize
1993,216.0,692.0,18.75,Iraq,Wheat
2004,1522.0,9830.72,13.44,Chile,Maize
2010,3142.0,105.0,25.74,Papua New Guinea,Yams
2001,788.0,0.3,14.62,Lesotho,Wheat
1997,1083.0,52279.0,25.68,India,Sweet potatoes
2001,630.0,1578.0,16.1,Kenya,Cassava
1993,832.0,89282.2,7.43,Italy,Wheat
2004,1083.0,35113.0,26.63,India,Soybeans
1994,1513.0,76.15,19.96,Madagascar,Sweet potatoes
2008,2702.0,1597.0,26.97,Indonesia,Soybeans
2000,1083.0,44957.52,26.43,India,Sweet potatoes
2006,51.0,9781.0,21.15,Egypt,Maize
1994,1300.0,2272.08,17.17,Uruguay,Soybeans
2010,534.0,42169.39,12.37,Australia,Maize
2012,1083.0,52980.0,25.88,India,Cassava
2000,686.0,491.03,25.26,Senegal,Potatoes
1997,416.0,17.0,19.26,Botswana,Wheat
1990,624.0,2310.0,8.43,Sweden,Wheat
1990,89.0,1828.92,17.48,Algeria,Maize
1990,1651.0,80.0,27.08,Guinea,"Rice, paddy"
2001,1083.0,43720.04,26.32,India,Maize
1991,1651.0,80.0,27.22,Guinea,Plantains and others
2004,494.0,8903.48,23.78,Pakistan,Sorghum
1993,1083.0,66388.0,27.04,India,Sorghum
1999,59.0,2853.74,26.75,Saudi Arabia,Potatoes
1999,494.0,20450.0,27.54,Pakistan,Sweet potatoes
2007,1976.0,5283.93,24.55,Honduras,Sweet potatoes
2013,1761.0,367778.0,21.59,Brazil,Potatoes
2005,591.0,65437.73,17.83,Argentina,Soybeans
2000,2702.0,1597.0,26.77,Indonesia,Potatoes
2012,1083.0,52980.0,25.86,India,Wheat
2001,1083.0,43720.04,25.53,India,Sweet potatoes
2010,2274.0,31637.12,17.79,Ecuador,Wheat
2001,216.0,837.47,24.45,Iraq,Wheat
2009,1113.0,2070.0,11.06,Croatia,Soybeans
2000,1761.0,140423.0,18.01,Brazil,Soybeans
1996,1761.0,101621.67,27.07,Brazil,Potatoes
2005,534.0,34310.0,12.48,Australia,Wheat
2009,788.0,77.7,14.62,Lesotho,Wheat
1998,1342.0,22.87,25.96,Central African Republic,Plantains and others
1996,537.0,35240.8,5.81,Canada,Potatoes
2000,1761.0,140423.0,27.5,Brazil,Yams
2005,1761.0,232232.0,28.17,Brazil,Yams
1993,3240.0,14961.81,27.42,Colombia,Maize
2001,1083.0,43720.04,26.52,India,"Rice, paddy"
1993,636.0,29408.0,16.4,Spain,Wheat
2004,867.0,76099.0,11.34,France,Wheat
2012,494.0,990.09,23.1,Pakistan,Sweet potatoes
2007,537.0,45140.03,9.14,Canada,Soybeans
1999,494.0,20450.0,27.54,Pakistan,Maize
2002,1083.0,42482.56,27.03,India,Maize
1999,641.0,326.86,7.07,Latvia,Wheat
1999,1083.0,46195.0,26.06,India,Soybeans
1995,1083.0,61257.0,27.24,India,Wheat
1993,1083.0,66388.0,25.5,India,Potatoes
1991,1083.0,72133.0,25.99,India,Sweet potatoes
2007,3240.0,82439.06,27.45,Colombia,Wheat
2012,1976.0,7194.91,24.47,Honduras,Cassava
2004,1976.0,3034.91,24.68,Honduras,Sorghum
2007,1083.0,27422.77,24.6,India,Wheat
2007,1113.0,2015.0,11.31,Croatia,Sorghum
2011,1651.0,663.23,27.51,Guinea,Sweet potatoes
1993,1761.0,75658.33,25.41,Brazil,Soybeans
2001,758.0,31373.3,16.37,Mexico,Potatoes
1994,1032.0,102.26,21.35,Mozambique,"Rice, paddy"
2013,1761.0,367778.0,17.57,Brazil,Yams
1996,1083.0,56114.0,25.34,India,Cassava
2002,1761.0,145552.0,21.3,Brazil,Sorghum
2010,1342.0,22.87,26.06,Central African Republic,Potatoes
2011,1083.0,55540.0,26.0,India,Potatoes
2001,593.0,25539.0,13.16,Turkey,Soybeans
1996,593.0,30286.0,11.29,Turkey,Soybeans
1995,1083.0,61257.0,26.15,India,Sorghum
2013,1342.0,22.87,25.69,Central African Republic,Sorghum
2001,56.0,4284.5,20.09,Libya,Wheat
2008,1784.0,3899.48,25.71,El Salvador,Potatoes
1990,1083.0,75000.0,26.91,India,Soybeans
1999,74.0,52.5,28.62,Qatar,Wheat
2008,700.0,43413.01,10.04,Germany,Wheat
1996,1083.0,56114.0,25.34,India,"Rice, paddy"
2005,758.0,51741.99,16.93,Mexico,Sorghum
2006,2274.0,7953.42,17.6,Ecuador,Potatoes
2010,1083.0,40093.69,25.71,India,Potatoes
1996,593.0,30286.0,11.29,Turkey,Potatoes
2005,447.0,148.68,12.88,Azerbaijan,Potatoes
2009,591.0,61586.56,18.16,Argentina,Sorghum
1996,1083.0,56114.0,26.1,India,Soybeans
2004,1761.0,214725.0,21.59,Brazil,Wheat
2011,2387.0,400.76,27.43,Guyana,Yams
2004,1622.0,88548.0,27.8,Thailand,Cassava
1991,608.0,3906.0,8.14,Bulgaria,Wheat
1994,1187.0,65.8,26.62,Ghana,Maize
1990,494.0,5299.0,19.36,Pakistan,"Rice, paddy"
2006,652.0,7505.3,17.78,Greece,Sweet potatoes
2004,1513.0,68.01,19.87,Madagascar,Cassava
1997,1187.0,502.0,26.58,Ghana,Sweet potatoes
2013,652.0,8081.72,19.36,Greece,Potatoes
2009,1712.0,1170.36,26.67,Sri Lanka,Sweet potatoes
2001,447.0,148.68,12.97,Azerbaijan,Potatoes
2010,2702.0,1597.0,26.94,Indonesia,Potatoes
1999,534.0,34200.0,17.55,Australia,Sweet potatoes
2009,1761.0,335742.0,26.3,Brazil,Yams
1999,537.0,44293.0,6.02,Canada,Wheat
2008,1513.0,112.11,19.79,Madagascar,Soybeans
1999,2702.0,1597.0,27.32,Indonesia,Potatoes
2005,1761.0,232232.0,22.05,Brazil,Potatoes
2002,534.0,26651.0,20.38,Australia,Soybeans
1992,1738.0,3134.0,17.96,Peru,Sweet potatoes
2009,3240.0,51435.13,22.87,Colombia,Potatoes
2011,494.0,1979.27,27.02,Pakistan,Potatoes
2005,74.0,68.0,28.09,Qatar,Maize
2009,250.0,8716.14,6.77,Kazakhstan,Sorghum
2010,778.0,9586.03,8.84,Netherlands,Potatoes
2004,1996.0,11959.92,19.85,Guatemala,Maize
2004,2274.0,29799.84,17.73,Ecuador,Plantains and others
1994,600.0,9330.0,8.78,Poland,Wheat
1994,652.0,6341.0,18.47,Greece,Soybeans
2002,1761.0,145552.0,26.01,Brazil,Soybeans
1991,1410.0,4971.0,26.57,Dominican Republic,Plantains and others
2000,758.0,34468.93,23.07,Mexico,Maize
2006,383.0,27.63,24.7,Eritrea,Maize
2007,589.0,11178.0,11.82,Hungary,Sorghum
1999,1761.0,127585.0,26.66,Brazil,Wheat
2000,1180.0,88.0,23.75,Uganda,Cassava
1998,3240.0,60687.0,23.07,Colombia,Potatoes
1991,758.0,34468.93,16.13,Mexico,Sorghum
1991,636.0,39147.0,11.92,Spain,Maize
2008,788.0,37.44,14.74,Lesotho,Maize
2001,1440.0,27.85,27.21,Haiti,Potatoes
2008,636.0,40719.0,17.21,Spain,Maize
1999,832.0,81583.0,7.64,Italy,Sorghum
2010,1668.0,55576.0,16.01,Japan,Sweet potatoes
2011,593.0,39534.43,11.6,Turkey,Sorghum
2006,1500.0,128.73,15.92,Nepal,Maize
1996,1414.0,698.25,1.88,Norway,Wheat
1993,1220.0,32387.0,8.75,United Kingdom,Wheat
2010,1212.0,953.85,20.12,Rwanda,Maize
1994,3240.0,17051.34,27.17,Colombia,Wheat
2005,1996.0,13506.02,19.99,Guatemala,Sweet potatoes
2009,3142.0,105.0,25.08,Papua New Guinea,Cassava
1990,89.0,1828.92,17.48,Algeria,Potatoes
2008,1440.0,27.85,27.08,Haiti,Potatoes
1992,2702.0,825.0,27.2,Indonesia,Sweet potatoes
2006,1020.0,1670.0,21.05,Zambia,Wheat
2009,2280.0,9387.95,27.23,Nicaragua,Cassava
2006,1761.0,238716.0,27.34,Brazil,Yams
2001,593.0,25539.0,18.63,Turkey,Maize
1990,2875.0,39406.48,27.21,Malaysia,Soybeans
2006,1604.0,950.22,25.39,Cameroon,Plantains and others
2013,1604.0,1372.47,25.45,Cameroon,Cassava
1998,3142.0,105.0,26.05,Papua New Guinea,"Rice, paddy"
2009,1761.0,335742.0,26.0,Brazil,Maize
2013,51.0,13653.0,22.91,Egypt,Sweet potatoes
1998,1083.0,49157.0,26.01,India,Cassava
2000,758.0,34468.93,20.19,Mexico,"Rice, paddy"
1991,1784.0,4096.0,26.08,El Salvador,Soybeans
1990,2280.0,575.0,27.03,Nicaragua,Plantains and others
2004,636.0,47445.0,17.41,Spain,Wheat
2007,758.0,64501.28,16.38,Mexico,Cassava
2011,1761.0,345026.0,18.82,Brazil,Sorghum
1997,1537.0,1644.3,7.96,Switzerland,Maize
2005,1083.0,35342.0,26.51,India,Wheat
1994,1761.0,84312.78,18.42,Brazil,Sorghum
1992,346.0,10178.29,17.56,Morocco,Maize
1997,2331.0,139.0,27.27,Suriname,Cassava
1996,1220.0,35579.0,8.87,United Kingdom,Wheat
1990,758.0,34468.93,24.79,Mexico,Potatoes
2013,1410.0,6316.61,26.51,Dominican Republic,Maize
1998,3142.0,105.0,26.05,Papua New Guinea,Cassava
2005,2387.0,270.78,27.71,Guyana,Plantains and others
2006,2666.0,9074.43,26.44,Bangladesh,Maize
2004,1212.0,159.54,19.93,Rwanda,Sorghum
2006,1996.0,15951.27,19.88,Guatemala,Maize
1990,1083.0,75000.0,25.12,India,Maize
1992,494.0,5518.0,26.91,Pakistan,Soybeans
1999,1604.0,653.0,24.97,Cameroon,Wheat
1991,494.0,5962.0,18.48,Pakistan,Maize
2011,51.0,12945.0,21.99,Egypt,"Rice, paddy"
2007,565.0,36476.0,9.46,Ukraine,Soybeans
2009,593.0,37651.15,18.41,Turkey,"Rice, paddy"
2001,51.0,5039.0,22.33,Egypt,Wheat
1993,1083.0,66388.0,25.66,India,Sorghum
2012,241.0,71.0,11.53,Montenegro,Wheat
2009,867.0,63676.0,11.46,France,Potatoes
2008,700.0,43413.01,10.04,Germany,Soybeans
1998,1083.0,49157.0,27.87,India,Cassava
1996,2331.0,142.0,27.09,Suriname,Cassava
1998,1522.0,15373.0,13.19,Chile,Maize
2004,1032.0,572.99,21.89,Mozambique,Maize
2001,1761.0,151523.0,26.08,Brazil,Cassava
1993,3142.0,172.0,25.02,Papua New Guinea,Sweet potatoes
1997,1761.0,110276.11,24.71,Brazil,Potatoes
1998,2702.0,1597.0,27.9,Indonesia,Potatoes
2010,3240.0,48618.46,22.68,Colombia,Yams
1999,657.0,2918.18,20.44,Zimbabwe,Wheat
2005,2702.0,1597.0,27.22,Indonesia,"Rice, paddy"
2012,537.0,73508.9,8.66,Canada,Wheat
2010,1668.0,55576.0,15.87,Japan,Sweet potatoes
1992,1784.0,3940.77,26.22,El Salvador,Soybeans
2001,1342.0,22.87,25.28,Central African Republic,Maize
2005,1274.0,304.83,22.29,Burundi,Soybeans
2004,1162.0,1557.98,10.06,Slovenia,Potatoes
1998,494.0,18406.0,27.36,Pakistan,Potatoes
2004,1761.0,214725.0,21.59,Brazil,Potatoes
2009,1274.0,177.75,21.42,Burundi,"Rice, paddy"
2007,1118.0,3083.02,10.11,Ireland,Potatoes
2010,636.0,39043.0,16.51,Spain,Sorghum
2000,630.0,1998.0,16.73,Kenya,Sweet potatoes
2002,758.0,16189.88,19.93,Mexico,Cassava
2009,1500.0,209.52,15.91,Nepal,Potatoes
2007,1180.0,88.0,23.68,Uganda,Soybeans
2008,534.0,42935.38,18.78,Australia,Wheat
1991,1083.0,72133.0,26.9,India,Soybeans
2001,1761.0,151523.0,27.08,Brazil,Cassava
2004,1410.0,3713.96,26.71,Dominican Republic,Cassava
2007,748.0,292.05,28.96,Burkina Faso,Cassava
1992,1996.0,12004.33,19.89,Guatemala,Wheat
1994,1976.0,3160.91,24.87,Honduras,Sweet potatoes
2012,2331.0,633.92,27.4,Suriname,Maize
1992,1622.0,18849.0,27.55,Thailand,Soybeans
1999,1181.0,123.64,20.26,Malawi,"Rice, paddy"
1996,1083.0,56114.0,25.41,India,Wheat
1995,494.0,7681.0,22.61,Pakistan,Wheat
1996,630.0,6344.0,16.44,Kenya,Potatoes
2013,1010.0,40.0,24.55,Angola,Sweet potatoes
2013,1083.0,45620.0,26.61,India,Soybeans
1991,537.0,29477.5,7.89,Canada,Maize
1991,591.0,26156.0,17.86,Argentina,Soybeans
2008,1761.0,312637.0,25.96,Brazil,Cassava
1990,1761.0,49695.0,21.88,Brazil,Yams
2001,2702.0,1597.0,27.13,Indonesia,Cassava
2013,1668.0,52794.3,13.91,Japan,Sweet potatoes
2012,1485.0,766.25,16.7,Albania,Soybeans
1999,1761.0,127585.0,25.32,Brazil,Yams
1993,1083.0,66388.0,24.34,India,Potatoes
2004,636.0,47445.0,12.17,Spain,Sorghum
1990,1083.0,75000.0,26.88,India,Sweet potatoes
1990,534.0,17866.0,20.06,Australia,Sorghum
2008,748.0,190.92,28.4,Burkina Faso,Maize
1991,3240.0,16817.0,27.3,Colombia,Yams
1994,1410.0,4971.0,26.78,Dominican Republic,Yams
2002,3240.0,84023.26,22.73,Colombia,"Rice, paddy"
2005,636.0,41017.0,16.97,Spain,Sweet potatoes
1993,2274.0,1844.0,22.15,Ecuador,Wheat
2006,1668.0,65248.26,15.87,Japan,Soybeans
1993,1180.0,71.0,23.62,Uganda,Soybeans
1993,1761.0,75658.33,21.94,Brazil,Soybeans
1995,346.0,11399.71,18.56,Morocco,Sweet potatoes
2006,2702.0,1597.0,27.39,Indonesia,Maize
2010,591.0,105915.04,17.33,Argentina,Soybeans
1991,51.0,8255.0,21.65,Egypt,"Rice, paddy"
1991,867.0,103434.0,10.6,France,Sorghum
2011,1976.0,6324.41,24.63,Honduras,Sweet potatoes
1999,758.0,34468.93,19.27,Mexico,Soybeans
2000,2702.0,1597.0,26.77,Indonesia,Soybeans
2013,691.0,264.6,10.1,Tajikistan,Sorghum
1991,1083.0,72133.0,25.32,India,Wheat
2006,758.0,50891.95,21.5,Mexico,Maize
2002,216.0,878.68,20.1,Iraq,"Rice, paddy"
1997,534.0,34091.0,17.51,Australia,Soybeans
1999,1020.0,1670.0,20.53,Zambia,Cassava
2004,1083.0,35113.0,25.69,India,Sorghum
2005,847.0,9776.0,11.16,Belgium,Maize
2004,537.0,36138.0,8.95,Canada,Wheat
2006,565.0,28832.6,7.88,Ukraine,Maize
1995,593.0,27328.0,14.14,Turkey,Soybeans
2007,3240.0,82439.06,22.48,Colombia,Potatoes
2001,2280.0,3603.5,26.78,Nicaragua,Cassava
2010,51.0,11590.0,23.72,Egypt,Wheat
2001,250.0,3007.26,7.23,Kazakhstan,Sorghum
2000,758.0,34468.93,21.12,Mexico,Maize
2012,636.0,48668.0,12.33,Spain,Potatoes
2008,1083.0,14485.33,25.57,India,Sweet potatoes
2008,758.0,61732.11,17.21,Mexico,Maize
2005,591.0,65437.73,17.83,Argentina,Potatoes
2011,534.0,47632.99,17.71,Australia,Sorghum
2013,1083.0,45620.0,27.14,India,Potatoes
2000,1020.0,1670.0,20.66,Zambia,Cassava
2002,2702.0,1597.0,27.4,Indonesia,Cassava
2000,1083.0,44957.52,25.58,India,Sorghum
2005,758.0,51741.99,22.95,Mexico,Sorghum
1999,748.0,93.43,28.45,Burkina Faso,Potatoes
2013,591.0,171945.54,16.88,Argentina,"Rice, paddy"
2012,1761.0,346583.0,25.65,Brazil,"Rice, paddy"
2011,636.0,53549.0,17.9,Spain,Sorghum
1995,1537.0,1826.3,7.65,Switzerland,Soybeans
2001,2702.0,1597.0,27.52,Indonesia,Potatoes
2013,1274.0,956.06,21.53,Burundi,Wheat
2013,636.0,54197.0,17.46,Spain,Wheat
2005,537.0,36363.0,5.95,Canada,Maize
1999,494.0,20450.0,19.84,Pakistan,Sorghum
1991,832.0,88916.6,7.28,Italy,Potatoes
1991,1300.0,1762.01,16.95,Uruguay,Sorghum
1995,1513.0,73.08,19.96,Madagascar,Sweet potatoes
1996,1220.0,35579.0,9.27,United Kingdom,Wheat
1998,1738.0,4374.0,18.13,Peru,Soybeans
1998,2331.0,151.33,27.65,Suriname,Plantains and others
2008,832.0,79643.0,13.01,Italy,Wheat
1996,494.0,11955.0,22.61,Pakistan,Sorghum
2008,1300.0,13335.22,17.43,Uruguay,Sweet potatoes
2009,2274.0,9666.87,17.76,Ecuador,Sweet potatoes
2004,657.0,3094.08,20.31,Zimbabwe,Cassava
1994,1522.0,15373.0,13.42,Chile,Potatoes
2005,758.0,51741.99,20.09,Mexico,"Rice, paddy"
1996,2702.0,1597.0,27.53,Indonesia,Cassava
2013,1784.0,6005.08,26.36,El Salvador,Potatoes
2002,1761.0,145552.0,19.09,Brazil,Yams
2002,637.0,7875.7,12.24,Romania,Wheat
2010,416.0,17.0,19.98,Botswana,Maize
2001,2702.0,1597.0,27.13,Indonesia,"Rice, paddy"
2005,346.0,13966.0,18.18,Morocco,Soybeans
2011,1083.0,55540.0,26.0,India,Maize
1993,151.0,62.0,29.64,Niger,Sorghum
1992,346.0,10178.29,17.56,Morocco,Sorghum
2010,1761.0,342580.0,22.12,Brazil,Wheat
2010,1761.0,342580.0,18.18,Brazil,Yams
2005,1485.0,880.64,15.67,Albania,Maize
2006,2702.0,1597.0,27.39,Indonesia,Potatoes
2013,1083.0,45620.0,26.69,India,Sweet potatoes
2004,534.0,36276.0,16.64,Australia,Sweet potatoes
2005,608.0,2232.25,8.58,Bulgaria,Maize
2002,2875.0,39406.48,27.57,Malaysia,Cassava
2010,447.0,333.85,13.85,Azerbaijan,Soybeans
2001,56.0,4284.5,21.1,Libya,Maize
2012,285.0,56.0,20.11,Namibia,Maize
2009,537.0,54529.4,6.28,Canada,Maize
2012,562.0,278.72,10.2,Armenia,Wheat
2012,1212.0,925.52,19.79,Rwanda,Yams
1993,652.0,8826.0,17.53,Greece,"Rice, paddy"
2005,686.0,465.95,25.78,Senegal,Cassava
2007,593.0,48715.51,11.87,Turkey,Wheat
1993,2280.0,977.0,27.05,Nicaragua,Cassava
1999,2274.0,14216.0,21.21,Ecuador,Sweet potatoes
1997,593.0,34431.0,10.13,Turkey,Maize
1995,657.0,2599.0,21.57,Zimbabwe,Sweet potatoes
1992,494.0,5518.0,18.34,Pakistan,Potatoes
1990,537.0,29568.0,6.07,Canada,Wheat
1991,534.0,17866.0,20.29,Australia,Maize
1993,1020.0,1080.0,21.0,Zambia,Maize
2010,1410.0,6316.61,26.93,Dominican Republic,Yams
1995,1500.0,60.11,15.3,Nepal,Maize
1993,1761.0,75658.33,21.94,Brazil,"Rice, paddy"
2008,1604.0,882.13,25.42,Cameroon,Plantains and others
1998,1083.0,49157.0,26.27,India,Soybeans
1993,1761.0,75658.33,18.69,Brazil,Sorghum
2009,1761.0,335742.0,22.25,Brazil,Soybeans
1994,1212.0,157.8,19.55,Rwanda,Cassava
1999,285.0,56.0,20.62,Namibia,Maize
1995,534.0,25598.0,16.95,Australia,Sweet potatoes
2009,1083.0,28707.01,25.73,India,Wheat
1996,1083.0,56114.0,25.99,India,Sweet potatoes
2013,1537.0,2098.5,7.94,Switzerland,Wheat
2008,593.0,37640.2,14.91,Turkey,Soybeans
2007,51.0,9105.0,22.36,Egypt,Maize
1990,59.0,994.0,25.86,Saudi Arabia,Maize
1997,416.0,17.0,19.26,Botswana,Sorghum
1993,1761.0,75658.33,26.89,Brazil,Potatoes
1995,534.0,25598.0,18.88,Australia,Potatoes
2002,700.0,34431.72,9.86,Germany,Soybeans
2008,346.0,13697.0,17.8,Morocco,Sorghum
2008,1761.0,312637.0,26.94,Brazil,Soybeans
1995,2274.0,2658.0,21.96,Ecuador,Maize
2010,1500.0,332.01,15.96,Nepal,Potatoes
2010,661.0,1816.0,21.26,Lebanon,Potatoes
1994,1342.0,2.16,25.39,Central African Republic,Sorghum
1999,1976.0,2387.0,24.41,Honduras,Potatoes
2012,2331.0,633.92,27.4,Suriname,Sweet potatoes
2004,1784.0,2078.01,26.2,El Salvador,Sweet potatoes
2005,1083.0,35342.0,26.23,India,Maize
2008,1522.0,9830.72,6.57,Chile,"Rice, paddy"
2004,216.0,828.62,20.0,Iraq,Soybeans
1995,593.0,27328.0,14.14,Turkey,"Rice, paddy"
2012,1180.0,88.0,24.03,Uganda,Sorghum
2002,1668.0,70262.54,16.0,Japan,Maize
1992,534.0,22234.0,16.89,Australia,Potatoes
2006,758.0,50891.95,20.3,Mexico,Sweet potatoes
2001,589.0,5458.0,10.47,Hungary,Soybeans
2007,1761.0,304031.0,25.95,Brazil,Sweet potatoes
2013,1187.0,378.97,27.24,Ghana,"Rice, paddy"
2012,1110.0,3563.3,9.42,Austria,Sorghum
1998,1668.0,79821.18,16.39,Japan,Potatoes
2001,758.0,31373.3,19.32,Mexico,"Rice, paddy"
1999,1537.0,1526.6,7.76,Switzerland,Soybeans
1996,700.0,31683.0,7.88,Germany,Maize
1996,92.0,39.09,27.93,Mauritania,"Rice, paddy"
2004,1083.0,35113.0,25.32,India,Cassava
2004,494.0,8903.48,27.5,Pakistan,"Rice, paddy"
2006,832.0,74349.0,8.15,Italy,Soybeans
2008,758.0,61732.11,16.22,Mexico,Cassava
2001,1996.0,10023.42,19.62,Guatemala,Sorghum
1999,1083.0,46195.0,25.97,India,Sorghum
2008,1212.0,321.75,19.56,Rwanda,Potatoes
2001,1083.0,43720.04,25.82,India,"Rice, paddy"
2006,1180.0,88.0,23.95,Uganda,"Rice, paddy"
1993,534.0,23899.0,20.19,Australia,Potatoes
2009,636.0,35199.0,12.96,Spain,Maize
2008,92.0,17.22,28.14,Mauritania,Maize
2006,1976.0,4297.51,24.88,Honduras,Plantains and others
2002,758.0,16189.88,16.37,Mexico,Potatoes
2009,1761.0,335742.0,26.3,Brazil,Soybeans
1991,1181.0,173.19,20.4,Malawi,Cassava
1995,630.0,4607.0,16.52,Kenya,Sweet potatoes
2009,250.0,8716.14,6.77,Kazakhstan,Wheat
2007,537.0,45140.03,7.42,Canada,Wheat
1996,1738.0,3755.0,16.45,Peru,Potatoes
2013,591.0,171945.54,16.45,Argentina,Soybeans
1997,1083.0,52279.0,26.45,India,Sweet potatoes
1996,51.0,4499.0,20.85,Egypt,Soybeans
2011,600.0,21779.27,8.84,Poland,Wheat
1990,216.0,692.0,23.41,Iraq,Maize
2004,591.0,65003.34,18.11,Argentina,Cassava
2002,285.0,56.0,20.76,Namibia,Potatoes
1997,748.0,75.29,28.52,Burkina Faso,Maize
1992,1410.0,4971.0,26.4,Dominican Republic,Yams
2006,1651.0,376.19,27.2,Guinea,Plantains and others
2000,537.0,39667.0,7.63,Canada,Potatoes
1993,2051.0,1415.65,27.02,Jamaica,Plantains and others
2000,1083.0,44957.52,27.44,India,Soybeans
2012,593.0,42610.59,11.45,Turkey,Potatoes
2001,1342.0,22.87,25.28,Central African Republic,Cassava
2008,1410.0,5409.43,26.56,Dominican Republic,Plantains and others
2010,1181.0,584.12,21.34,Malawi,"Rice, paddy"
2006,1083.0,37423.0,26.34,India,Sweet potatoes
2007,591.0,81582.64,16.71,Argentina,Wheat
2013,1181.0,1500.27,19.68,Malawi,Plantains and others
1990,1712.0,1571.33,26.53,Sri Lanka,Cassava
1995,637.0,20113.0,11.21,Romania,Maize
2005,2702.0,1597.0,27.48,Indonesia,Soybeans
2001,2280.0,3603.5,26.78,Nicaragua,Maize
2011,2274.0,17529.44,17.42,Ecuador,Sorghum
2001,1440.0,27.85,27.21,Haiti,Sweet potatoes
2011,494.0,1979.27,26.32,Pakistan,Soybeans
2005,1083.0,35342.0,26.72,India,"Rice, paddy"
2005,691.0,235.4,8.61,Tajikistan,Maize
2012,1083.0,52980.0,25.86,India,Sorghum
2013,593.0,39440.0,13.27,Turkey,Maize
2013,1738.0,17942.97,17.0,Peru,Sorghum
2013,591.0,171945.54,16.88,Argentina,Maize
1996,1083.0,56114.0,25.99,India,Wheat
